SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Spinus siemiradzkii,Saffron Siskin,safsis1,species,32652.0,SASI,SPSI,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Spinus olivaceus,Olivaceous Siskin,olisis1,species,32653.0,OLSI,SPOL,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Spinus magellanicus/olivaceus,Hooded/Olivaceous Siskin,y00698,slash,32654.0,HOSI OLSI,SPOL SPMA,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Spinus atratus,Black Siskin,blasis1,species,32655.0,BLSI,SPAT,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Spinus uropygialis,Yellow-rumped Siskin,yersis1,species,32656.0,YRSI,SPUR,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Spinus magellanicus x uropygialis,Hooded x Yellow-rumped Siskin (hybrid),x00713,hybrid,32657.0,HOSI YRSI,SPUR SPMA,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Spinus barbatus,Black-chinned Siskin,blcsis2,species,32658.0,BCSI,SPBA,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Spinus [undescribed form],Monte Desert Siskin (undescribed form),modsis1,form,32659.0,MDSI,,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Spinus sp.,Spinus sp.,spinus1,spuh,32660.0,,,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Acanthis/Spinus sp.,Acanthis/Spinus sp.,y00631,spuh,32661.0,,,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Fringillidae sp.,finch sp.,finch1,spuh,32662.0,,,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Calcarius lapponicus,Lapland Longspur,laplon,species,32664.0,LABU,CALA,LALO,Passeriformes,Longspurs and Snow Buntings,Calcariidae,,,,calcar1
Calcarius ornatus,Chestnut-collared Longspur,chclon,species,32670.0,,CAOR,CCLO,Passeriformes,Longspurs and Snow Buntings,Calcariidae,,,,calcar1
Calcarius pictus,Smith's Longspur,smilon,species,32671.0,,CAPI,SMLO,Passeriformes,Longspurs and Snow Buntings,Calcariidae,,,,calcar1
Rhynchophanes mccownii,Thick-billed Longspur,mcclon,species,32672.0,,RHMC,TBLO,Passeriformes,Longspurs and Snow Buntings,Calcariidae,,,,calcar1
Calcarius/Rhynchophanes sp.,longspur sp.,longsp1,spuh,32673.0,,,,Passeriformes,Longspurs and Snow Buntings,Calcariidae,,,,calcar1
Plectrophenax nivalis,Snow Bunting,snobun,species,32674.0,,PLNI,SNBU,Passeriformes,Longspurs and Snow Buntings,Calcariidae,,,,calcar1
Calcarius lapponicus x Plectrophenax nivalis,Lapland Longspur x Snow Bunting (hybrid),x00919,hybrid,32679.0,SNBU LABU LALO,CALA PLNI,,Passeriformes,Longspurs and Snow Buntings,Calcariidae,,,,calcar1
Plectrophenax hyperboreus,McKay's Bunting,mckbun,species,32680.0,MCBU,PLHY,MKBU,Passeriformes,Longspurs and Snow Buntings,Calcariidae,,,,calcar1
Plectrophenax nivalis x hyperboreus,Snow x McKay's Bunting (hybrid),x00447,hybrid,32681.0,SNBU MCBU MKBU,PLHY PLNI,,Passeriformes,Longspurs and Snow Buntings,Calcariidae,,,,calcar1
Plectrophenax nivalis/hyperboreus,Snow/McKay's Bunting,y00695,slash,32682.0,SNBU MCBU MKBU,PLHY PLNI,,Passeriformes,Longspurs and Snow Buntings,Calcariidae,,,,calcar1
Rhodinocichla rosea,Rosy Thrush-Tanager,rottan2,species,32684.0,RTTA,RHRO,ROTT,Passeriformes,Thrush-Tanager,Rhodinocichlidae,,,,rhodin1
Rhodinocichla rosea schistacea,Rosy Thrush-Tanager (Mexican),rostht1,issf,32685.0,RTTA ROTT,RHRO,,Passeriformes,Thrush-Tanager,Rhodinocichlidae,rottan2,,,rhodin1
Rhodinocichla rosea eximia,Rosy Thrush-Tanager (Panama),rostht2,issf,32686.0,RTTA ROTT,RHRO,,Passeriformes,Thrush-Tanager,Rhodinocichlidae,rottan2,,,rhodin1
Rhodinocichla rosea [rosea Group],Rosy Thrush-Tanager (Southern),rostht6,issf,32687.0,RTTA ROTT,RHRO,,Passeriformes,Thrush-Tanager,Rhodinocichlidae,rottan2,,,rhodin1
Emberiza affinis,Brown-rumped Bunting,brrbun1,species,32692.0,BRBU,EMAF,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza lathami,Crested Bunting,crebun1,species,32697.0,CRBU,EMLA,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza melanocephala,Black-headed Bunting,blhbun1,species,32698.0,BHBU,EMME,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza bruniceps,Red-headed Bunting,rehbun1,species,32699.0,RHBU,EMBR,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza melanocephala x bruniceps,Black-headed x Red-headed Bunting (hybrid),x00871,hybrid,32700.0,BHBU RHBU,EMBR EMME,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza melanocephala/bruniceps,Black-headed/Red-headed Bunting,y00923,slash,32701.0,BHBU RHBU,EMME EMBR,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza calandra,Corn Bunting,corbun1,species,32702.0,COBU,EMCA,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza fucata,Chestnut-eared Bunting,chebun2,species,32705.0,CEBU,EMFU,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza koslowi,Tibetan Bunting,tibbun1,species,32709.0,TIBU,EMKO,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza jankowskii,Rufous-backed Bunting,rubbun1,species,32710.0,JABU RBBU,EMJA,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza cia,Rock Bunting,rocbun1,species,32711.0,ROBU,EMCI,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza godlewskii,Godlewski's Bunting,godbun1,species,32716.0,GOBU,EMGO,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza godlewskii [godlewskii Group],Godlewski's Bunting (godlewskii Group),godbun2,issf,32717.0,GOBU,EMGO,,Passeriformes,Old World Buntings,Emberizidae,godbun1,,,emberi2
Emberiza godlewskii yunnanensis/khamensis,Godlewski's Bunting (yunnanensis/khamensis),godbun3,issf,32721.0,GOBU,EMGO,,Passeriformes,Old World Buntings,Emberizidae,godbun1,,,emberi2
Emberiza cioides,Meadow Bunting,meabun1,species,32724.0,MEBU,EMCI,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza cioides [cioides Group],Meadow Bunting (Rufous-eared),meabun7,issf,32725.0,MEBU,EMCI,,Passeriformes,Old World Buntings,Emberizidae,meabun1,,,emberi2
Emberiza cioides ciopsis,Meadow Bunting (Black-eared),meabun6,issf,32730.0,MEBU,EMCI,,Passeriformes,Old World Buntings,Emberizidae,meabun1,,,emberi2
Emberiza cirlus,Cirl Bunting,cirbun1,species,32731.0,CIBU,EMCI,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza stewarti,White-capped Bunting,chbbun1,species,32732.0,WCBU,EMST,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza citrinella,Yellowhammer,yellow2,species,32733.0,YELL,EMCI,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza leucocephalos,Pine Bunting,pinbun,species,32737.0,,EMLE,PIBU,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza citrinella x leucocephalos,Yellowhammer x Pine Bunting (hybrid),x00823,hybrid,32740.0,YELL PIBU,EMLE EMCI,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza citrinella/leucocephalos,Yellowhammer/Pine Bunting,y01223,slash,32741.0,PIBU YELL,EMLE EMCI,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza buchanani,Gray-necked Bunting,gyhbun1,species,32742.0,GNBU,EMBU,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza cineracea,Cinereous Bunting,cinbun1,species,32746.0,CIBU,EMCI,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza cineracea cineracea,Cinereous Bunting (Gray-bellied),cinbun2,issf,32747.0,CIBU,EMCI,,Passeriformes,Old World Buntings,Emberizidae,cinbun1,,,emberi2
Emberiza cineracea semenowi,Cinereous Bunting (Yellow-bellied),cinbun3,issf,32748.0,CIBU,EMCI,,Passeriformes,Old World Buntings,Emberizidae,cinbun1,,,emberi2
Emberiza hortulana,Ortolan Bunting,ortbun1,species,32749.0,ORBU,EMHO,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza buchanani/hortulana,Gray-necked/Ortolan Bunting,y00922,slash,32750.0,GNBU ORBU,EMBU EMHO,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza caesia,Cretzschmar's Bunting,crebun2,species,32751.0,CRBU,EMCA,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza hortulana/caesia,Ortolan/Cretzschmar's Bunting,y00431,slash,32752.0,CRBU ORBU,EMCA EMHO,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza cabanisi,Cabanis's Bunting,cabbun1,species,32753.0,CABU,EMCA,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza cabanisi cabanisi,Cabanis's Bunting (Cabanis's),cabbun2,issf,32754.0,CABU,EMCA,,Passeriformes,Old World Buntings,Emberizidae,cabbun1,,,emberi2
Emberiza cabanisi orientalis,Cabanis's Bunting (Three-streaked),cabbun3,issf,32755.0,CABU,EMCA,,Passeriformes,Old World Buntings,Emberizidae,cabbun1,,,emberi2
Emberiza flaviventris,Golden-breasted Bunting,gobbun1,species,32756.0,GBBU,EMFL,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza poliopleura,Somali Bunting,sombun1,species,32761.0,SOBU,EMPO,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza capensis,Cape Bunting,capbun1,species,32762.0,CABU,EMCA,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza capensis [capensis Group],Cape Bunting (Cape),capbun12,issf,32763.0,CABU,EMCA,,Passeriformes,Old World Buntings,Emberizidae,capbun1,,,emberi2
Emberiza capensis vincenti,Cape Bunting (Vincent's),vinbun1,issf,32774.0,CABU,EMCA,,Passeriformes,Old World Buntings,Emberizidae,capbun1,,,emberi2
Emberiza impetuani,Lark-like Bunting,lalbun1,species,32775.0,LLBU,EMIM,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza socotrana,Socotra Bunting,socbun1,species,32779.0,SOBU,EMSO,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza tahapisi,Cinnamon-breasted Bunting,cibbun1,species,32780.0,CBBU,EMTA,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza goslingi,Gosling's Bunting,gosbun1,species,32786.0,GTBU GOBU,EMGO,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza tahapisi x goslingi,Cinnamon-breasted x Gosling's Bunting (hybrid),x00975,hybrid,32787.0,GTBU CBBU GOBU,EMGO EMTA,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza sahari,House Bunting,houbun3,species,32788.0,WHBU AHBU HOBU,EMSA,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza striolata,Striolated Bunting,houbun2,species,32789.0,STBU HOBU,EMST,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza siemsseni,Slaty Bunting,slabun1,species,32793.0,SLBU,EMSI,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza elegans,Yellow-throated Bunting,yetbun1,species,32794.0,,EMEL,YTBU,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza yessoensis,Ochre-rumped Bunting,ocrbun1,species,32798.0,JRBU ORBU,EMYE,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza pallasi,Pallas's Bunting,palbun,species,32801.0,PRBU PABU,EMPA,PALB,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza schoeniclus,Reed Bunting,reebun,species,32806.0,CRBU,EMSC,REBU,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza pallasi/schoeniclus,Pallas's/Reed Bunting,y01015,slash,32826.0,REBU PRBU PABU PALB CRBU,EMSC EMPA,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza aureola,Yellow-breasted Bunting,yebbun,species,32827.0,YBBU,EMAU,YBSB,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza pusilla,Little Bunting,litbun,species,32830.0,,EMPU,LIBU,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza rustica,Rustic Bunting,rusbun,species,32831.0,,EMRU,RUBU,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza sulphurata,Yellow Bunting,yelbun1,species,32834.0,JYBU YEBU,EMSU,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza spodocephala,Black-faced Bunting,bkfbun1,species,32835.0,BFBU,EMSP,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza personata,Masked Bunting,bkfbun2,species,32838.0,MABU,EMPE,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza spodocephala/personata,Black-faced/Masked Bunting,blfbun1,slash,32839.0,BFBU MABU,EMSP EMPE,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza rutila,Chestnut Bunting,chebun1,species,32840.0,CHBU,EMRU,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza chrysophrys,Yellow-browed Bunting,yebbun1,species,32841.0,YBBU,EMCH,YBWB,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza tristrami,Tristram's Bunting,tribun1,species,32842.0,TRBU,EMTR,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza variabilis,Gray Bunting,grybun,species,32843.0,,EMVA,GRBU,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza sp.,Emberiza sp.,emberi1,spuh,32844.0,,,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Oreothraupis arremonops,Tanager Finch,tanfin1,species,32846.0,TAFI,ORAR,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Chlorospingus flavigularis,Yellow-throated Chlorospingus,ytbtan1,species,32847.0,YTTC,CHFL,YTCH,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Chlorospingus flavigularis hypophaeus,Yellow-throated Chlorospingus (Drab-breasted),yetbut1,issf,32848.0,YTCH YTTC,CHFL,,Passeriformes,New World Sparrows,Passerellidae,ytbtan1,,,passer3
Chlorospingus flavigularis flavigularis/marginatus,Yellow-throated Chlorospingus (Yellow-throated),yetbut2,issf,32849.0,YTCH YTTC,CHFL,,Passeriformes,New World Sparrows,Passerellidae,ytbtan1,,,passer3
Chlorospingus parvirostris,Short-billed Chlorospingus,shbbut1,species,32852.0,YWCH SBCH,CHPA,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Chlorospingus flavigularis/parvirostris,Yellow-throated/Short-billed Chlorospingus,y01126,slash,32856.0,YTCH SBCH YWCH YTTC,CHFL CHPA,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Chlorospingus canigularis,Ashy-throated Chlorospingus,atbtan1,species,32857.0,,CHCA,ATCH,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Chlorospingus canigularis olivaceiceps,Ashy-throated Chlorospingus (Olive-crowned),astbut1,issf,32858.0,ATCH,CHCA,,Passeriformes,New World Sparrows,Passerellidae,atbtan1,,,passer3
Chlorospingus canigularis [canigularis Group],Ashy-throated Chlorospingus (Ashy-throated),astbut2,issf,32859.0,ATCH,CHCA,,Passeriformes,New World Sparrows,Passerellidae,atbtan1,,,passer3
Chlorospingus pileatus,Sooty-capped Chlorospingus,scbtan1,species,32864.0,,CHPI,SCCH,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Chlorospingus flavopectus,Common Chlorospingus,cobtan1,species,32867.0,COCH,CHFL,COCL,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Chlorospingus flavopectus ophthalmicus,Common Chlorospingus (Northeast Mexico),combut1,issf,32868.0,COCL COCH,CHFL,,Passeriformes,New World Sparrows,Passerellidae,cobtan1,,,passer3
Chlorospingus flavopectus albifrons,Common Chlorospingus (Southwest Mexico),combut3,issf,32869.0,COCL COCH,CHFL,,Passeriformes,New World Sparrows,Passerellidae,cobtan1,,,passer3
Chlorospingus flavopectus [postocularis Group],Common Chlorospingus (Middle American),combut4,issf,32870.0,COCL COCH,CHFL,,Passeriformes,New World Sparrows,Passerellidae,cobtan1,,,passer3
Chlorospingus flavopectus punctulatus,Common Chlorospingus (Central Panama),combut2,issf,32878.0,COCH COCL,CHFL,,Passeriformes,New World Sparrows,Passerellidae,cobtan1,,,passer3
Chlorospingus flavopectus [venezuelanus Group],Common Chlorospingus (Venezuela),combut5,issf,32879.0,COCL COCH,CHFL,,Passeriformes,New World Sparrows,Passerellidae,cobtan1,,,passer3
Chlorospingus flavopectus [flavopectus Group],Common Chlorospingus (Northern Andes),combut6,issf,32884.0,COCL COCH,CHFL,,Passeriformes,New World Sparrows,Passerellidae,cobtan1,,,passer3
Chlorospingus flavopectus cinereocephalus,Common Chlorospingus (cinereocephalus),combut7,issf,32894.0,COCH COCL,CHFL,,Passeriformes,New World Sparrows,Passerellidae,cobtan1,,,passer3
Chlorospingus flavopectus peruvianus,Common Chlorospingus (Southern Peru),combut8,issf,32895.0,COCH COCL,CHFL,,Passeriformes,New World Sparrows,Passerellidae,cobtan1,,,passer3
Chlorospingus flavopectus bolivianus,Common Chlorospingus (Northern Bolivia),combut9,issf,32896.0,COCL COCH,CHFL,,Passeriformes,New World Sparrows,Passerellidae,cobtan1,,,passer3
Chlorospingus flavopectus fulvigularis,Common Chlorospingus (Southern Bolivia),combut10,issf,32897.0,COCH COCL,CHFL,,Passeriformes,New World Sparrows,Passerellidae,cobtan1,,,passer3
Chlorospingus flavopectus argentinus,Common Chlorospingus (Argentina),combut11,issf,32898.0,COCL COCH,CHFL,,Passeriformes,New World Sparrows,Passerellidae,cobtan1,,,passer3
Chlorospingus tacarcunae,Tacarcuna Chlorospingus,tabtan1,species,32899.0,,CHTA,TACH,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Chlorospingus inornatus,Pirre Chlorospingus,pibtan1,species,32900.0,,CHIN,PICH,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Chlorospingus semifuscus,Dusky Chlorospingus,dubtan1,species,32901.0,DUCH,CHSE,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Chlorospingus semifuscus livingstoni,Dusky Chlorospingus (Northern),duschl1,issf,32902.0,DUCH,CHSE,,Passeriformes,New World Sparrows,Passerellidae,dubtan1,,,passer3
Chlorospingus semifuscus semifuscus,Dusky Chlorospingus (Red-eyed),duschl2,issf,32903.0,DUCH,CHSE,,Passeriformes,New World Sparrows,Passerellidae,dubtan1,,,passer3
Chlorospingus semifuscus xanthothorax,Dusky Chlorospingus (El Oro),duschl3,issf,32904.0,DUCH,CHSE,,Passeriformes,New World Sparrows,Passerellidae,dubtan1,,,passer3
Chlorospingus sp.,chlorospingus sp.,chloro1,spuh,32905.0,,,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Rhynchospiza stolzmanni,Tumbes Sparrow,tumspa1,species,32906.0,TUSP,RHST,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Rhynchospiza dabbenei,Yungas Sparrow,stcspa2,species,32907.0,YUSP,RHDA,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Rhynchospiza strigiceps,Chaco Sparrow,stcspa3,species,32908.0,CHSP,RHST,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Rhynchospiza dabbenei/strigiceps,Yungas/Chaco Sparrow,stcspa1,slash,32909.0,YUSP CHSP,RHDA RHST,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Peucaea carpalis,Rufous-winged Sparrow,ruwspa,species,32910.0,,PECA,RWSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Peucaea sumichrasti,Cinnamon-tailed Sparrow,citspa1,species,32914.0,,PESU,CTSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Peucaea ruficauda,Stripe-headed Sparrow,sthspa1,species,32915.0,,PERU,SHSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Peucaea ruficauda acuminata,Stripe-headed Sparrow (Northern),sthspa2,issf,32916.0,SHSP,PERU,,Passeriformes,New World Sparrows,Passerellidae,sthspa1,,,passer3
Peucaea ruficauda [ruficauda Group],Stripe-headed Sparrow (Southern),sthspa7,issf,32917.0,SHSP,PERU,,Passeriformes,New World Sparrows,Passerellidae,sthspa1,,,passer3
Peucaea humeralis,Black-chested Sparrow,blcspa1,species,32922.0,BCSP,PEHU,BCHS,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Peucaea mystacalis,Bridled Sparrow,brispa1,species,32923.0,BRSP,PEMY,BRIS,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Peucaea botterii,Botteri's Sparrow,botspa,species,32924.0,,PEBO,BOSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Peucaea botterii [botterii Group],Botteri's Sparrow (Botteri's),botspa1,issf,32925.0,BOSP,PEBO,,Passeriformes,New World Sparrows,Passerellidae,botspa,,,passer3
Peucaea botterii [petenica Group],Botteri's Sparrow (Peten),botspa2,issf,32931.0,BOSP,PEBO,,Passeriformes,New World Sparrows,Passerellidae,botspa,,,passer3
Peucaea cassinii,Cassin's Sparrow,casspa,species,32936.0,,PECA,CASP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Peucaea botterii/cassinii,Botteri's/Cassin's Sparrow,y00646,slash,32937.0,CASP BOSP,PECA PEBO,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Peucaea aestivalis,Bachman's Sparrow,bacspa,species,32938.0,BASP,PEAE,BACS,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Peucaea sp.,Peucaea sp.,peucae1,spuh,32942.0,,,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Ammodramus savannarum,Grasshopper Sparrow,graspa,species,32943.0,,AMSA,GRSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Ammodramus humeralis,Grassland Sparrow,graspa1,species,32955.0,GRSP,AMHU,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Ammodramus aurifrons,Yellow-browed Sparrow,yebspa1,species,32960.0,YBSP,AMAU,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Ammodramus humeralis/aurifrons,Grassland/Yellow-browed Sparrow,y01083,slash,32965.0,GRSP YBSP,AMAU AMHU,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremonops rufivirgatus,Olive Sparrow,olispa,species,32966.0,,ARRU,OLSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremonops rufivirgatus [rufivirgatus Group],Olive Sparrow (Olive),olispa1,issf,32967.0,OLSP,ARRU,,Passeriformes,New World Sparrows,Passerellidae,olispa,,,passer3
Arremonops rufivirgatus [superciliosus Group],Olive Sparrow (Pacific),olispa2,issf,32973.0,OLSP,ARRU,,Passeriformes,New World Sparrows,Passerellidae,olispa,,,passer3
Arremonops chloronotus,Green-backed Sparrow,grbspa1,species,32978.0,,ARCH,GBSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremonops rufivirgatus/chloronotus,Olive/Green-backed Sparrow,y00921,slash,32981.0,GBSP OLSP,ARCH ARRU,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremonops conirostris,Black-striped Sparrow,blsspa1,species,32982.0,BSSP,ARCO,BSTS,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremonops tocuyensis,Tocuyo Sparrow,tocspa1,species,32989.0,TOSP,ARTO,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizella passerina,Chipping Sparrow,chispa,species,32990.0,,SPPA,CHSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizella pallida,Clay-colored Sparrow,clcspa,species,32996.0,,SPPA,CCSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizella passerina x pallida,Chipping x Clay-colored Sparrow (hybrid),x00198,hybrid,32997.0,CHSP CCSP,SPPA,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizella atrogularis,Black-chinned Sparrow,bkcspa,species,32998.0,,SPAT,BCSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizella pusilla,Field Sparrow,fiespa,species,33002.0,,SPPU,FISP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizella passerina x pusilla,Chipping x Field Sparrow (hybrid),x00976,hybrid,33005.0,FISP CHSP,SPPU SPPA,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizella pallida x pusilla,Clay-colored x Field Sparrow (hybrid),x00200,hybrid,33006.0,FISP CCSP,SPPU SPPA,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizella breweri,Brewer's Sparrow,brespa,species,33007.0,,SPBR,BRSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizella breweri breweri,Brewer's Sparrow (breweri),brespa1,issf,33008.0,BRSP,SPBR,,Passeriformes,New World Sparrows,Passerellidae,brespa,,,passer3
Spizella breweri taverneri,Brewer's Sparrow (taverneri),timspa3,issf,33009.0,BRSP,SPBR,,Passeriformes,New World Sparrows,Passerellidae,brespa,,,passer3
Spizella pallida x breweri,Clay-colored x Brewer's Sparrow (hybrid),x00199,hybrid,33010.0,BRSP CCSP,SPPA SPBR,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizella atrogularis x breweri,Black-chinned x Brewer's Sparrow (hybrid),x00201,hybrid,33011.0,BCSP BRSP,SPAT SPBR,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizella pallida/breweri,Clay-colored/Brewer's Sparrow,y01267,slash,33012.0,CCSP BRSP,SPPA SPBR,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizella wortheni,Worthen's Sparrow,worspa,species,33013.0,,SPWO,WOSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizella sp.,Spizella sp.,spizel1,spuh,33014.0,,,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Amphispizopsis quinquestriata,Five-striped Sparrow,fisspa,species,33015.0,,AMQU,FSSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Amphispiza bilineata,Black-throated Sparrow,bktspa,species,33018.0,,AMBI,BTSP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Chondestes grammacus,Lark Sparrow,larspa,species,33029.0,,CHGR,LASP,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Calamospiza melanocorys,Lark Bunting,larbun,species,33032.0,LABU,CAME,LARB,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
